county,precinct,office,district,party,candidate,votes,trump,clinton,castle,johnson,la riva,de la fuente,moorehead,stein,kennedy,write-in
Camden,Pennsauken Dist 12,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 13,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 14,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 15,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pennsauken Dist 16,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 17,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pennsauken Dist 18,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 19,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 20,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 21,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 22,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pennsauken Dist 23,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Dist 24,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pennsauken Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pennsauken Twp,President,,American Delta,Rocky Roque De La Fuente,9,,,,,,,,,,
Camden,Pine Hill Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Dist 2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Dist 4,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pine Hill Dist 5,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Pine Hill Dist 6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Hill Borough,President,,American Delta,Rocky Roque De La Fuente,2,,,,,,,,,,
Camden,Pine Valley Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Valley Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Valley Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Pine Valley Borough,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Dist 2,President,,American Delta,Rocky Roque De La Fuente,2,,,,,,,,,,
Camden,Runnemede Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Dist 4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Dist 5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Dist 6,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Runnemede Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Runnemede Borough,President,,American Delta,Rocky Roque De La Fuente,3,,,,,,,,,,
Camden,Somerdale Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Dist 2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Dist 4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Somerdale Borough,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Dist 2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Dist 4,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Stratford Dist 5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Dist 6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Stratford Borough,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Tavistock Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Tavistock Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Tavistock Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Tavistock Borough,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 7,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 8,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 9,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 10,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 11,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 12,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 13,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 14,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 15,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 16,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 17,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 18,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Dist 19,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Voorhees Twp,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 1,President,,American Delta,Rocky Roque De La Fuente,2,,,,,,,,,,
Camden,Waterford Dist 2,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Waterford Dist 3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 7,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Dist 8,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Waterford Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Emergency Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Waterford Twp,President,,American Delta,Rocky Roque De La Fuente,4,,,,,,,,,,
Camden,Winslow W1 D1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W1 D2,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Winslow W1 D3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W1 D4,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Winslow W1 D5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W1 D6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 1 Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 1 Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W1 Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 D1,President,,American Delta,Rocky Roque De La Fuente,2,,,,,,,,,,
Camden,Winslow W2 D2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 D3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 D4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 D5,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 D6,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 2 Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 2 Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W2 Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W3 D1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W3 D2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W3 D3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W3 D4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow  W3 D5,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Winslow Ward 3 Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 3 Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W3 Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 D1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 D2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 D3,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 D4,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 D5,President,,American Delta,Rocky Roque De La Fuente,1,,,,,,,,,,
Camden,Winslow Ward 4 Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Ward 4 Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow W4 Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Winslow Twp,President,,American Delta,Rocky Roque De La Fuente,6,,,,,,,,,,
Camden,Woodlynne Dist 1,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Woodlynne Dist 2,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Woodlynne Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Woodlynne Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Woodlynne Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Woodlynne Borough,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Fed Overseas 1st Cong Dist,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Fed Overseas 2nd Cong Dist,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,TC-Election Day,President,,American Delta,Rocky Roque De La Fuente,65,,,,,,,,,,
Camden,TC-Emergency,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,TC-Mail-In Ballot,President,,American Delta,Rocky Roque De La Fuente,12,,,,,,,,,,
Camden,TC-Provisional,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,TC-Rejected Ballots,President,,American Delta,Rocky Roque De La Fuente,,,,,,,,,,,
Camden,Contest Total,President,,American Delta,Rocky Roque De La Fuente,77,,,,,,,,,,
Camden,Audubon Boro Dist 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Dist 2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Dist 3,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Audubon Boro Dist 4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Dist 5,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Dist 6,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Audubon Boro Dist 7,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Dist 8,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Audubon Boro Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Boro Emergency,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Borough,President,,Workers World,Monica Moorehead,3,,,,,,,,,,
Camden,Audubon Park Dist 1,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Audubon Park Mail-In Ballot,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Audubon Park Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Park Emergency,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Audubon Park Borough,President,,Workers World,Monica Moorehead,2,,,,,,,,,,
Camden,Barrington Dist 1,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Barrington Dist 2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Dist 3,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Dist 4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Dist 5,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Emergency Ballots,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Barrington Borough,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Bellmawr Dist 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Dist 2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Dist 3,President,,Workers World,Monica Moorehead,2,,,,,,,,,,
Camden,Bellmawr Dist 4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Dist 5,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Dist 6,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Bellmawr Dist 7,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Emergency Ballots,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Bellmawr Borough,President,,Workers World,Monica Moorehead,3,,,,,,,,,,
Camden,Berlin Boro Dist 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Dist 2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Dist 3,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Dist 4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Dist 5,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Berlin Boro Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Boro Emergency Ballots,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Borough,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Berlin Twp Dist 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Dist 2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Dist 3,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Dist 4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp Emergency Ballots,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Berlin Twp,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Brooklawn Dist 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Brooklawn Mail-In Ballot,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Brooklawn Provisional,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Brooklawn Emergency Ballots,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Brooklawn Borough,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D2,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D3,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D5,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D6,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D7,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D8,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D9,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 D10,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City Ward 1 Mail-In,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden CIty Ward 1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W1 Emergency,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D1,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D2,President,,Workers World,Monica Moorehead,1,,,,,,,,,,
Camden,Camden City W2 D3,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D4,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D5,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D6,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D7,President,,Workers World,Monica Moorehead,,,,,,,,,,,
Camden,Camden City W2 D8,President,,Workers World,Monica Moorehead,,,,,,,,,,,
